	segment	count
33287	墙脚	3
33285	全安	3
33233	珍重	3
33258	第十六届	3
33256	聂远	3
33255	呆滞	3
33254	八期	3
33253	全明星赛	3
33252	聚焦点	3
33251	填饱	3
33250	境内外	3
33249	全所	3
33248	游戏类	3
33247	聪明伶俐	3
33246	全年龄	3
33245	滑稽戏	3
33244	基督	3
33243	克隆	3
33242	剧才	3
33241	吴毅	3
33240	漂流记	3
33239	笑眯眯	3
33238	周瑾	3
33237	笑柄	3
33236	胡雪桦	3
33235	周璇	3
33234	胡雯汐	3
33257	全曲	3
33259	前三强	3
33284	肆意妄为	3
33260	周全	3
33283	全天候	3
33282	基本一致	3
33281	吹捧	3
33280	肆无忌惮	3
33279	港股	3
33278	聂宽冕	3
33277	王艳	3
33276	八爪	3
33275	基弗	3
33274	聂心	3
33273	全干	3
33272	游山玩水	3
33271	游影	3
33270	第十位	3
33269	游泳队	3
33268	全案	3
33267	八戒	3
33266	塞进	3
33265	游本昌	3
33264	前浪	3
33263	聚合力	3
33262	玛丽亚	3
33261	周先生	3
33129	办成	3
32993	离散	3
33127	童子	3
32992	体力活	3
32990	十名	3
32989	系内	3
32988	天黑	3
32987	十四名	3
32986	治病救人	3
32985	体力不支	3
32984	太不容易	3
32983	茶艺	3
32982	系列产品	3
32981	置顶	3
32980	置身其中	3
32979	茶香	3
32978	电影协会	3
32977	泄密	3
32976	茶叶店	3
32975	十分关心	3
32974	何不	3
32973	体魄	3
32972	范湉	3
32971	离骚	3
32970	图形	3
32969	体裁	3
32968	体脂	3
32991	刘羽	3
32994	沾满	3
32966	天虹	3
32995	各执己见	3
33018	光复	3
33017	周榜	3
33016	光在	3
33015	简兮为	3
33014	复杂程度	3
33013	王济武	3
33012	光剑	3
33011	复牌	3
33010	复联	3
33009	复议	3
33008	胡冰卿	3
33007	胜有声	3
33006	神农	3
33005	地摊	3
33004	大块头	3
33003	羊年	3
33002	各持己见	3
33001	天霸	3
33000	点位	3
32999	茶季	3
32998	茶文化	3
32997	十分满意	3
32996	茶杯	3
32967	哈斯	3
32965	天蚕	3
33126	能克服	3
32938	低声	3
32936	河村	3
32935	河州	3
32934	罪恶	3
32933	再播	3
32932	罪人	3
32931	刘琦	3
32930	河山	3
32929	点对点	3
32928	素描	3
32927	福原	3
32926	太强大	3
32925	罢休	3
32924	罚金	3
32923	福卡	3
32922	电玩	3
32921	罚单	3
32920	低到	3
32919	点后	3
32918	福州大学	3
33339	全然不顾	3
32915	十地	3
32917	低级趣味	3
32916	罪魁祸首	3
32937	电流	3
32939	吃香	3
32964	哈林	3
32940	刘瑾	3
32963	天行者	3
32962	各展	3
32961	体育竞技	3
32960	茄子	3
32959	猛兽	3
32958	各显身手	3
32957	体积	3
32956	炸药	3
32955	离身	3
32954	刘翠萍	3
32953	茶余饭后	3
32952	体无完肤	3
32951	十几部	3
32950	哈莉	3
32949	泄题	3
32948	范雎	3
32947	法律制裁	3
32946	佐料	3
32945	治国	3
32944	荒无人烟	3
32943	低着头	3
32942	荒芜	3
32941	河濑直	3
33019	第一层	3
33020	剧让	3
33021	现役	3
33100	现实情况	3
33098	复制粘贴	3
33097	刷起来	3
33096	第一篇	3
33095	现出	3
33094	埃里克	3
33093	第一阶段	3
33092	剧拍	3
33091	第一重	3
33090	背水一战	3
33089	吴楚	3
33088	第一遍	3
33087	剧播	3
33086	吴李	3
33085	处决	3
33084	处分	3
33083	克里夫	3
33082	背熟	3
33081	剧荒	3
33080	克林特	3
33079	处心积虑	3
33078	清清楚楚	3
33077	吴晓敏	3
33076	背道而驰	3
33099	光滑	3
33101	第一本	3
33022	现居	3
33102	满溢	3
33125	混血儿	3
33124	吴京安	3
33123	笨手笨脚	3
33122	胎盘	3
33121	王珮瑜	3
33120	第一片	3
33119	第一点	3
33118	现场版	3
33117	光魔	3
33116	周晓涵	3
33115	备感	3
33114	刷新纪录	3
33113	光速	3
33112	公正性	3
33111	埃格顿	3
33110	备用	3
33109	剧用	3
33108	公猴	3
33107	备选	3
33106	满月	3
33105	周期短	3
33104	刷刷	3
33103	复健	3
33075	背部	3
33074	周星弛	3
33073	而活	3
33072	剧星	3
33045	先给	3
33044	满载	3
33043	胡旭旦	3
33042	满面春风	3
33041	六七	3
33040	剪接	3
33039	胡智锋	3
33038	剪片	3
33037	夏家	3
33036	考中戏	3
33035	剧透党	3
33034	满腹	3
33033	胜券	3
33032	满点	3
33031	满脑子	3
33030	光明日报	3
33029	而广受	3
33028	剧要	3
33027	复古风	3
33026	清新自然	3
33025	制高点	3
33024	胜女	3
33023	复国	3
33046	夏德发	3
33047	公鸡	3
33048	添置	3
33061	王泽宁	3
33071	清洗	3
33070	现代诗	3
33069	克拉克	3
33068	吴昊宸	3
33067	埋单	3
33066	复印	3
33065	垮掉	3
33064	复印件	3
33063	而娜	3
33062	夏乔	3
33060	第一堂	3
33049	周涛	3
33059	剧风	3
33058	吴兵	3
33057	第一份	3
33056	第一任	3
33055	剪成	3
33054	吴俊强	3
33053	而动	3
33052	先见	3
33051	夏之光	3
33050	而入	3
33338	聘用	3
33614	稳妥	3
33340	第十四届	3
33635	修理	3
33633	修杰	3
33632	初愈	3
33631	兴迷	3
33630	地教	3
33629	舒尔灵	3
33628	兴旺	3
33627	倒吸	3
33626	初来	3
33625	老到	3
33624	勤快	3
33623	勤恳	3
33622	地爱	3
33621	粗口	3
33620	大变身	3
33619	老几	3
33618	王军	3
33617	倒流	3
33616	浦玮	3
33615	王冉	3
33613	舆论导向	3
33612	咕数媒	3
33611	稳住	3
33610	倒水	3
33634	舞时	3
33636	稍稍	3
33608	粗放	3
33637	包住	3
33660	大前提	3
33659	生搬硬套	3
33658	初见端倪	3
33657	浮日	3
33656	勤奋工作	3
33655	名模	3
33654	浓艳	3
33653	税金	3
33652	大吵一架	3
33651	浓烟	3
33650	生死相依	3
33649	粗放式	3
33648	舒骏	3
33647	俯身	3
33646	王元虎	3
33645	舞中	3
33644	生死考验	3
33643	老五	3
33642	兴致勃勃	3
33641	名堂	3
33640	稍逊一筹	3
33639	修身	3
33638	老中医	3
33609	地气	3
33607	生死之交	3
33341	聊及	3
33580	自暴自弃	3
33578	自来	3
33577	劲敌	3
33576	和定	3
33575	潘虹	3
33574	偏大	3
33573	类网	3
33572	关云长	3
33571	夜行人	3
33570	场下	3
33569	后无来者	3
33568	努力实现	3
33567	夜夜	3
33566	夜以继日	3
33565	潘友	3
33564	突发性	3
33563	场子	3
33562	共设	3
33561	做工	3
33560	米老鼠	3
33559	助残	3
33558	利弊	3
33557	自开	3
33556	海霞	3
33579	潘知州	3
33581	共骑	3
33606	勾雪莹	3
33582	穿戴	3
33605	倒春寒	3
33604	倒映	3
33603	地段	3
33602	王克非	3
33601	舍爱	3
33600	舍身	3
33599	名扬	3
33598	关牧村	3
33597	值得称赞	3
33596	自认是	3
33595	偏重	3
33594	海璐姐	3
33593	老年痴呆症	3
33592	偏远地区	3
33591	后播	3
33590	自损	3
33589	穿着打扮	3
33588	偏移	3
33587	后排	3
33586	王威	3
33585	夜游	3
33584	穿插着	3
33583	偏激	3
33661	关联性	3
33662	粗人	3
33663	大减	3
33742	老罗	3
33740	老米	3
33739	多去	3
33738	演绎法	3
33737	淡泊	3
33736	傻到	3
33735	演而	3
33734	琴键	3
33733	脱光	3
33732	琴音	3
33731	多前	3
33730	傻乐	3
33729	王思秦	3
33728	多喝水	3
33727	傲慢	3
33726	脱困	3
33725	吕良伟	3
33724	脱离险境	3
33723	脱线	3
33722	兰蔻	3
33721	坐姿	3
33720	管理工作	3
33719	催泪弹	3
33718	脱贫	3
33741	脚蹬	3
33743	傻瓜	3
33664	关系密切	3
33744	脱贫致富	3
33766	储蓄	3
33765	立正	3
32913	荆俊	3
33764	吕思清	3
33763	脸型	3
33762	吕建民	3
33761	储存	3
33760	储备量	3
33759	傣族	3
33758	管理系	3
33757	加班加点	3
33756	加班费	3
33755	瑞拉	3
33754	加盟商	3
33753	多帅	3
33752	坏消息	3
33751	瑞贝卡	3
33750	傅筱	3
33749	淄博	3
33748	管管	3
33747	催化剂	3
33746	淘梦网	3
33745	共事	3
33717	加时	3
33716	海龟	3
33715	海默	3
33714	后窗	3
33687	穆特	3
33686	关节	3
33685	大力士	3
33684	值不值	3
33683	名门	3
33682	潮水般	3
33681	空军部队	3
33680	债台高筑	3
33679	自选	3
33678	倭患	3
33677	勇力	3
33676	和田地区	3
33675	初长成	3
33674	倪明	3
33673	老太	3
33672	舅舅	3
33671	潮湿	3
33670	穹顶	3
33669	大典	3
33668	王北巷	3
33667	浮动	3
33666	潮范儿	3
33665	倦怠	3
33688	借枪	3
33689	地玩	3
33690	名段	3
33703	大千世界	3
33713	借来	3
33712	名符其实	3
33711	大动干戈	3
33710	老后	3
33709	大劫案	3
33708	关键时期	3
33707	名画	3
33706	初登	3
33705	浪漫情怀	3
33704	和面	3
33702	关键问题	3
33691	勤勤恳恳	3
33701	大半夜	3
33700	名状	3
33699	募捐	3
33698	浪尖	3
33697	稳赚	3
33696	倚靠	3
33695	浪子回头	3
33694	致死	3
33693	倚仗	3
33692	稳稳地	3
33555	潘孝林	3
33554	偏冷	3
33553	海阔天空	3
33419	渡过	3
33417	声声	3
33416	周扬青	3
33415	剧增	3
33414	胁迫	3
33413	而迪玛希	3
33412	党中央	3
33411	而身	3
33410	吴玉江	3
33409	吴爸	3
33408	兑换券	3
33407	声望	3
33406	免费音乐	3
33405	声浪	3
33404	第一页	3
33403	王砚辉	3
33402	免疫	3
33401	吴海英	3
33400	清运	3
33399	克鲁斯	3
33398	而能	3
33397	剧所	3
33396	背头	3
33395	背对	3
33418	肥肠	3
33420	基尔	3
33446	肉眼	3
33421	刻薄	3
33444	前述	3
33443	肉身	3
33442	全国上下	3
33441	第五场	3
33440	耶稣	3
33439	玩味	3
33438	港元	3
33437	剑侠情缘	3
33436	增肌	3
33435	公共服务	3
33434	基业	3
33433	第二阶段	3
33432	王能伟	3
33431	肖彤	3
33430	培训中心	3
33429	培育出	3
33428	全中	3
33427	肖进	3
33426	玩性	3
33425	增高	3
33424	八集	3
33423	温柔体贴	3
33422	入迷	3
33394	壹天	3
33393	周旭	3
33392	肾上腺	3
33391	耍流氓	3
33364	党总支部	3
33363	城域	3
33362	肮脏	3
33361	处世之道	3
33360	耿其昌	3
33359	第六位	3
33358	湖州	3
33357	聊戏	3
33356	前夜	3
33355	告状	3
33354	基顿	3
33353	聊天室	3
33352	前戏	3
33351	联赛	3
33350	联通	3
33349	王蕊	3
33348	前无古人	3
33347	全疆	3
33346	联邦政府	3
33345	王鹰	3
33344	八岁	3
33343	塞夫	3
33342	游荡	3
33365	耐住	3
33366	公司老总	3
33367	周总	3
33380	王程	3
33390	党和人民	3
33389	周总理	3
33388	吴谨言	3
33387	周巍	3
33386	公关部	3
33385	筹之家	3
33384	公分	3
33383	肩并肩	3
33382	肩挑	3
33381	刻不容缓	3
33379	环境保护	3
33368	环游世界	3
33378	肩负着	3
33377	入关	3
33376	玩过	3
33375	壮族	3
33374	第三点	3
33373	城市化	3
33372	肯恩	3
33371	环日	3
33370	筹委会	3
33369	育碧	3
33445	耸人听闻	3
33447	第八集	3
33552	做剧	3
33526	大乱	3
33524	大中学生	3
33523	大乱斗	3
33522	王君	3
33521	地要	3
33520	空心	3
33519	和煦	3
33518	和玛丽	3
33517	关淑怡	3
33516	自筹资金	3
33515	空场	3
33514	大众传媒	3
33513	自若	3
33512	大众文化	3
33511	浴火重生	3
33510	空气清新	3
33509	考个	3
33508	粉底	3
33507	海天	3
33506	劲辣	3
33505	生吃	3
33504	自演	3
33503	偌大	3
33502	判断力	3
33525	势不两立	3
33527	海南省	3
33448	墨守成规	3
33528	潮人	3
33551	生二胎	3
33550	助益	3
33549	助纣为虐	3
33548	王宗贤	3
33547	突出表现	3
33546	自我欣赏	3
33545	老成	3
33544	生僻	3
33543	老怪	3
33542	偏高	3
33541	利古尔	3
33540	后现代	3
33539	海法	3
33538	空魔团	3
33537	空隙	3
33536	王嘉	3
33535	后北	3
33534	和暖	3
33533	自由自在	3
33532	地质	3
33531	关智斌	3
33530	老奶奶	3
33529	后制	3
33501	关入	3
33500	判例	3
33499	粉嘟嘟	3
33498	自然人	3
33471	第二支	3
33470	入眼	3
33469	温度计	3
33468	剥皮	3
33467	周奇	3
33466	耳环	3
33465	墨绿	3
33464	温哲轩	3
33463	入榜	3
33462	入梦	3
33461	吴飞霞	3
33460	股民	3
33459	入室	3
33458	吴靖	3
33457	入学考试	3
33456	肥姐	3
33455	王绎龙	3
33454	壁花	3
33453	刻意模仿	3
33452	第二代	3
33451	策马	3
33450	入藏	3
33449	肖钢玉	3
33472	王老五	3
33473	肝脏	3
33474	公之于众	3
33487	王城祖	3
33497	空谈	3
33496	假酒	3
33495	老少	3
33494	海外版	3
33493	劳动成果	3
33492	删改	3
33491	劳动节	3
33490	劳动课	3
33489	自然科学	3
33488	假票	3
33486	后发	3
33475	滚烫	3
33485	自理	3
33484	空荡荡	3
33483	生娃	3
33482	大中华	3
33481	删得	3
33480	后周	3
33479	粘合剂	3
33478	元华	3
33477	竟以	3
33476	玩意儿	3
32914	十块钱	3
32360	耀世之光	3
32912	系列化	3
32349	流浪汉	3
32347	其内	3
32346	艺全	3
32345	火得	3
32344	艺创	3
32343	地吐出	3
32342	称要	3
32341	大意	3
32340	流汗	3
32339	大懒	3
32338	其华	3
32337	俘虏	3
32336	艺多	3
32335	生还	3
32334	翩翩公子	3
32333	大手	3
32332	俗话	3
32331	同甘共苦	3
32330	咖都	3
32329	艺术剧院	3
32328	翻炒	3
32327	生离死别	3
32326	翻白眼	3
32325	艳照	3
32348	流浪歌	3
32350	地唱	3
32323	灌注	3
32351	大得	3
32375	浏览量	3
32374	包养	3
32373	咖啡师	3
32372	包厢	3
32371	流连忘返	3
32370	耀目	3
32369	名利双收	3
32368	名则	3
32367	大失所望	3
32366	测颜值	3
32365	王佩瑜	3
32364	航程	3
32363	地成	3
32362	航空公司	3
32361	地想	3
32359	浅红	3
32358	激越	3
32357	信誉	3
32356	便衣队	3
32355	兵法	3
32354	生物链	3
32353	化上	3
32352	艺为	3
32324	良好氛围	3
32322	俞玖林	3
32911	十多天	3
32295	大破	3
32293	美满生活	3
32292	作客	3
32291	泽泽	3
32290	刚愎自用	3
32289	吉姆	3
32288	美满婚姻	3
32287	苏尔	3
32286	刚开	3
32285	作品集	3
32284	泼冷水	3
32283	苏州工业园区	3
32282	精炼	3
32281	由星	3
32280	苏晓	3
32279	泳装	3
32278	猫王	3
32277	美术系	3
32276	土狗	3
32275	吉厄	3
32274	吉卜林	3
32273	作主	3
32272	灵活性	3
32271	苏橙与	3
32294	灵子	3
32296	大石	3
32321	俞文乐	3
32297	北极光	3
32320	翻船	3
32319	良机	3
32318	流行病	3
32317	同行者	3
32316	保重	3
32315	保留节目	3
32314	流苏	3
32313	流程化	3
32312	瀚纳	3
32311	兵马俑	3
32310	保持联系	3
32309	保持稳定	3
32308	色彩斑斓	3
32307	翻翻	3
32306	保护费	3
32305	大年夜	3
32304	翻红	3
32303	大庭广众	3
32302	火光	3
32301	初为人	3
32300	艳惊	3
32299	大开大合	3
32298	大幂	3
32376	浑水摸鱼	3
32377	初学	3
32378	大壮	3
32457	甩开	3
32455	秘果	3
32454	在此之后	3
32453	大白鲨	3
32452	同吃同住	3
32451	大盗	3
32450	咬着牙	3
32449	田丽	3
32448	大盛	3
32447	灭绝	3
32446	依附	3
32445	大热剧	3
32444	侠义精神	3
32443	活捉	3
32442	地主之谊	3
32441	侧身	3
32440	用水	3
32439	火车站	3
32438	侧田	3
32437	芙蓉	3
32436	芙蓉姐姐	3
32435	秦凯	3
32434	芙蓉镇	3
32433	咪豆	3
32456	洲际	3
32458	大球	3
32379	修剪	3
32459	活人	3
32482	大晴天	3
32481	大有可为	3
32480	流传开来	3
32479	地儿	3
32478	大杀器	3
32477	北京人民大会堂	3
32476	用处	3
32475	积极支持	3
32474	艺术界	3
32473	大法	3
32472	北京路	3
32471	火风	3
32470	活埋	3
32469	租房子	3
32468	活命	3
32467	北捷于	3
32466	同场竞技	3
32465	依法治国	3
32464	玉树	3
32463	活到老	3
32462	花丛	3
32461	花卡	3
32460	在水一方	3
32432	用药	3
32431	北区	3
32430	大洋	3
32429	大渡河	3
32402	信在	3
32401	兵家	3
32400	大嫂	3
32399	程小蒙饰	3
32398	稀里糊涂	3
32397	生灵	3
32396	地干	3
32395	浅吟低唱	3
32394	良久	3
32393	兵家必争之地	3
32392	地屏	3
32391	同辈	3
32390	生物科技	3
32389	濒临灭绝	3
32388	大宋	3
32387	激辩	3
32386	船只	3
32385	浅笑	3
32384	程春丽	3
32383	初审	3
32382	舞狮	3
32381	激浊扬清	3
32380	修建	3
32403	生源	3
32404	名不副实	3
32405	大婶	3
32418	用词	3
32428	芝麻	3
32427	芥子	3
32426	在讲话中	3
32425	芥蒂	3
32424	侠隐	3
32423	芦田爱菜	3
32422	芦芳生	3
32421	群组	3
32420	活法	3
32419	大烟	3
32417	同学会	3
32406	地开	3
32416	玉田	3
32415	群山	3
32414	创编	3
32413	促进作用	3
32412	初代	3
32411	船帆	3
32410	生涩	3
32409	程式化	3
32408	信奉	3
32407	大姨妈	3
32270	吉利	3
32269	洁净	3
32268	兼收并蓄	3
32134	花心	3
32132	灯光师	3
32131	科里	3
32130	具体情况	3
32129	在思想上	3
32128	大程度	3
32127	在建	3
32126	精品店	3
32125	玄门	3
32124	同义词	3
32123	玄衣	3
32122	洪小乔	3
32121	大票	3
32120	洛迦诺	3
32119	洛神	3
32118	使用率	3
32117	创业史	3
32116	花车	3
32115	美称	3
32114	洗衣	3
32113	花道	3
32112	创世纪	3
32111	区中	3
32110	科斯	3
32133	花招	3
32135	洛阳	3
32161	大美昕	3
32136	群书	3
32159	使领馆	3
32158	洞察一切	3
32157	花洒	3
32156	洞天	3
32155	匠心独具	3
32154	花火	3
32153	大肆宣扬	3
32152	玄冥教	3
32151	科科长	3
32150	创作经验	3
32149	灯光效果	3
32148	洪家	3
32147	秘事	3
32146	创团	3
32145	北疆	3
32144	田少波	3
32143	群口	3
32142	大碗茶	3
32141	率直	3
32140	北美洲	3
32139	其高	3
32138	依仗	3
32137	花容	3
32109	你演	3
32108	花钱买	3
32107	科技馆	3
32106	养鸡	3
32079	大获全胜	3
32078	创优	3
32077	大菜	3
32076	花艺	3
32075	佩德罗	3
32074	美纪	3
32073	猴急	3
32072	创了	3
32071	养胃	3
32070	咽喉	3
32069	科洛弗道	3
32068	佯装	3
32067	花蕾	3
32066	田间	3
32065	大褂	3
32064	灰心	3
32063	科比	3
32062	大观	3
32061	匪徒	3
32060	出版发行	3
32059	拳斗	3
33768	共勉	3
32058	亮剑	3
32080	美耀	3
32081	佳酿	3
32082	灯红酒绿	3
32095	芳草地	3
32105	吉隆坡	3
32104	洗脚	3
32103	刚进	3
32102	花香	3
32101	洗耳恭听	3
32100	科技进步	3
32099	花鸟	3
32098	由内而外	3
32097	科技股份	3
32096	大起	3
32094	芳菲	3
32083	科目	3
32093	美白	3
32092	由博纳	3
32091	由乐视	3
32090	若尔盖	3
32089	花谢花	3
32088	洛兹	3
32087	田美荣	3
32086	美育	3
32085	花白	3
32084	吊桥	3
32160	洞房	3
32162	大美女	3
32267	作恶	3
32241	苏域	3
32239	洋裙	3
32238	苍凉	3
32237	大鲵	3
32236	内仅	3
32235	苗子	3
32234	苗家	3
32233	苗怀明	3
32232	精神文明	3
32231	刚下	3
32230	泪流	3
32229	天便	3
32228	余次	3
32227	刘黑仔	3
32226	医者	3
32225	天光	3
32224	泪忆	3
32223	泪如雨下	3
32222	泪光	3
32221	余曼妮	3
32220	天凤	3
32219	天到	3
32218	天前	3
32217	医药	3
32240	精武	3
32242	区隔	3
32163	洞见	3
32243	美爆	3
32266	由康曦	3
32265	美男计	3
32264	大道理	3
32263	苍蝇	3
32262	大部头	3
32261	吉杰	3
32260	由周	3
32259	灵光	3
32258	刚看	3
32257	精心安排	3
32256	品学兼优	3
32255	大钓哥	3
32254	吉恬恬	3
32253	佛罗里达州	3
32252	区委书记	3
32251	大锅	3
32250	由多	3
32249	由大	3
32248	吉布森	3
32247	作死	3
32246	苏剑颖	3
32245	圣人	3
32244	作曲者	3
32216	天劫	3
32215	天南地北	3
32214	美如画	3
32213	苟晨浩宇	3
32186	内功	3
32185	医学专家	3
32184	内加	3
32183	合说	3
32182	泯灭	3
32181	美工	3
32180	由此看来	3
32179	洗发水	3
32178	洗完	3
32177	献歌	3
32176	洪乐	3
32175	花期	3
32174	侗族	3
32173	同一首歌	3
32172	科科	3
32171	大组局	3
32170	在发言中	3
32169	养伤	3
32168	美誉度	3
32167	例行	3
32166	在世	3
32165	侄女	3
32164	大美人	3
32187	苏锦梁	3
32188	美方	3
32189	美是	3
32202	大鼓	3
32212	天即	3
32211	品鉴	3
32210	种族歧视	3
32209	种植	3
32208	泪腺	3
32207	灾区	3
32206	佛法	3
32205	苏照	3
32204	科学研究	3
32203	大麻	3
32201	灵王	3
32190	泰味	3
32200	苏绿筠	3
32199	吉伦	3
32198	天上飞	3
32197	余首	3
32196	内以	3
32195	泰坦尼克	3
32194	灵犀	3
32193	由此来看	3
32192	灵隐师	3
32191	猪蹄	3
32483	北京京剧院	3
32484	积分	3
32485	艾力	3
32778	申雪	3
32776	天狂	3
32775	何平	3
32774	刘语熙	3
32773	泛着	3
32772	各阶层	3
32771	申河均	3
32770	十里洋场	3
32769	太暖	3
32768	再活	3
32767	写实主义	3
32766	萌主	3
32765	萌人设	3
32764	萌动	3
32763	哪家	3
32762	伸张正义	3
32761	沉醉在	3
32760	伸张	3
32759	伸出手	3
32758	失色	3
32757	失血	3
32756	伶俐	3
32755	刘月	3
32754	萌娃们	3
32777	英雄形象	3
32779	泛红	3
32805	炸子鸡	3
32780	炕王	3
32803	何其	3
32802	猛攻	3
32801	何小鹏	3
32800	美哭	3
32799	电动	3
32798	电到	3
32797	内蒙	3
32796	美国市场	3
32795	十九岁	3
32794	合作意向	3
32793	何毅	3
32792	私欲	3
32791	合作开发	3
32790	英朗	3
32789	泡菜	3
32788	内裤	3
32787	泡茶	3
32786	十二点	3
32785	英文名字	3
32784	美国国家航空航天局	3
32783	泡汤	3
32782	私塾	3
32781	炒鸡蛋	3
32753	神片	3
32752	伴有	3
32751	叶璇秀	3
32750	烤箱	3
32723	索朗	3
32722	失常	3
32721	似火	3
32720	似水	3
32719	似是而非	3
32718	写字楼	3
32717	升学	3
32716	沙丹	3
32715	神盾	3
32714	菲林	3
32713	菲比	3
32712	沙家浜	3
32711	国师	3
32710	写票	3
32709	烦心事	3
32708	烧脑战	3
32707	半年前	3
32706	独秀	3
32705	头晕	3
32704	营长	3
32703	叶君健	3
32702	男配	3
32701	神夏粉	3
32724	男强	3
32725	男帅	3
32726	独行侠	3
32739	失效	3
32749	神灯	3
32748	国家有关	3
32747	萌宠鸥	3
